BROKERTITLE,TYPE,PRICE,BEDS,BATH,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,PROPERTYM2,BOROUGH,price_outlier,PROPERTYM2_log,price_per_m2
next nextstopny,co op,318000,3,1,"200 E 36th St #4j, New York, NY 10016, USA",40.7467649,-73.976998,41.80635,Manhattan,False,1.6212422521221532,7606.499969502241
winzone inc,house,3399000,7,2,"11912 83rd Ave, Jamaica, NY 11415, USA",40.7082867,-73.8335669,320.143738,Queens,True,2.5053450114588194,10617.105995057758
p r o links inc,townhouse,528000,2,2,"114-3 Inwood St, Jamaica, NY 11436, USA",40.6850187,-73.7977904,202.91946300338603,Queens,False,2.307323704350202,2602.017530428757
peter ashe real estate peter ashe real estate,townhouse,7800000,7,8,"120 E 61st St, New York, NY 10065, USA",40.7636541,-73.9681695,668.9016,Manhattan,True,2.825362234778078,11660.907972114284
keller williams,co op,199888,1,1,"153-25 88th St #4e, Howard Beach, NY 11414, USA",40.6661012,-73.8471882,202.91946300338603,Queens,False,2.307323704350202,985.0607578074685
douglas elliman,multi family home,5950000,6,5,"416 E 50th St, New York, NY 10022, USA",40.7534926,-73.9655356,202.91946300338603,Manhattan,True,2.307323704350202,29321.977852369513
john edwards real estate inc,co op,315000,2,1,"3935 Blackstone Ave #1a, Bronx, NY 10471, USA",40.890384,-73.9117878,92.903,Bronx,False,1.9680297383468097,3390.6332411224607
corcoran,co op,899000,1,1,"300 E 54th St #34a, New York, NY 10022, USA",40.7570928,-73.9663495,202.91946300338603,Manhattan,False,2.307323704350202,4430.329090635327
douglas elliman,multi family home,2050000,4,2,"174 Eagle St, Brooklyn, NY 11222, USA",40.735132,-73.9536334,163.50928,Brooklyn,False,2.2135424061609594,12537.514690297701
corcoran,condo,615000,2,1,"148-09 Northern Blvd, Flushing, NY 11354, USA",40.7654814,-73.8178731,68.097899,Queens,False,1.8331337129879375,9031.115629573242
douglas elliman,co op,385000,3,1,"400 W 58th St #4b, New York, NY 10019, USA",40.7682097,-73.9846027,40.87732,Manhattan,False,1.611482414832997,9418.425669784614
tom crimmins ltd,condo,209000,1,1,"1000 Clove Rd #5b, Staten Island, NY 10301, USA",40.6202645,-74.1099106,60.38695,Staten Island,False,1.7809430949896652,3461.0126856878846
apaus inc,co op,259000,3,1,"3535 75th St Apt 225, Jackson Heights, NY 11372, USA",40.7510999,-73.89118,54.81277,Queens,False,1.7388817499889537,4725.176268230925
modlin,co op,695000,1,1,"303 W 66th St #11j, New York, NY 10023, USA",40.776554,-73.9876401,202.91946300338603,Manhattan,False,2.307323704350202,3425.004135696943
winzone inc,multi family home,1980000,3,3,"2635 E 19th St, Brooklyn, NY 11235, USA",40.5875466,-73.9501033,328.505008,Brooklyn,False,2.516541994687845,6027.305373682462
compass,co op,1950000,2,2,"350 Bleecker St #3w, New York, NY 10014, USA",40.7341122,-74.004816,202.91946300338603,Manhattan,False,2.307323704350202,9609.72383396984
han tang inc,multi family home,919000,6,3,"2039 Continental Ave, Bronx, NY 10461, USA",40.8529073,-73.830339,163.50928,Bronx,False,2.2135424061609594,5620.476097748092
coleman real estate team,house,285000,3,2,"372 Atkins Ave, Brooklyn, NY 11208, USA",40.6695084,-73.8779921,202.91946300338603,Brooklyn,False,2.307323704350202,1404.4980988109767
brown harris stevens,co op,499000,3,2,"1100 Grand Concourse #2f, Bronx, NY 10456, USA",40.831991,-73.919124,111.4836,Bronx,False,2.0472109843944346,4475.9946754500215
brown harris stevens,co op,359000,2,1,"1901 Madison Ave Apt 412, New York, NY 10035, USA",40.804259,-73.9415268,78.96755,Manhattan,False,1.8974486640611024,4546.171180440573
nobroker,condo,771770,2,2,"134-16 35th Ave #11d, Flushing, NY 11354, USA",40.7639577,-73.8325965,65.96113,Queens,False,1.819288087065885,11700.375660635287
sotheby's,condo,3550000,3,2,"144 W 18th St #3e, New York, NY 10011, USA",40.7404065,-73.9970822,250.187779,Manhattan,True,2.39826609175832,14189.342158075595
peter ashe real estate peter ashe real estate,townhouse,9750000,8,7,"53 E 64th St, New York, NY 10065, USA",40.7664631,-73.9679613,671.502884,Manhattan,True,2.827047882235704,14519.669583429519
bhhs new york,co op,4395000,6,4,"47 E 88th St #4c, New York, NY 10128, USA",40.7822272,-73.9575194,250.8381,Manhattan,True,2.399393502505797,17521.26172220249
corcoran,co op,695000,1,2,"955 Lexington Ave #11a, New York, NY 10021, USA",40.7687538,-73.9631311,202.91946300338603,Manhattan,False,2.307323704350202,3425.004135696943
exit first choice,multi family home,1398000,4,2,"73-28 173rd St, Flushing, NY 11366, USA",40.7283735,-73.7970194,202.91946300338603,Queens,False,2.307323704350202,6889.4327794306855
compass,condo,645000,3,1,"181 7th Ave #5a, New York, NY 10011, USA",40.7424515,-73.996531,38.926357,Manhattan,False,1.5902437613131049,16569.749899791546
welcome home network,multi family home,859000,6,3,"1266 Findlay Ave, Bronx, NY 10456, USA",40.8340749,-73.9113421,202.91946300338603,Bronx,False,2.307323704350202,4233.206550451329
corcoran,house,19500000,5,7,"118 E 83rd St, New York, NY 10028, USA",40.7776535,-73.957772,202.91946300338603,Manhattan,True,2.307323704350202,96097.23833969841
compass,condo,1250000,2,2,"380 Lenox Ave #4b, New York, NY 10037, USA",40.810446,-73.943187,133.222902,Manhattan,False,2.124578889678591,9382.771139454686
keller williams,co op,449000,2,1,"75-38 263rd St a1, Glen Oaks, NY 11004, USA",40.7493102,-73.7118303,202.91946300338603,Queens,False,2.307323704350202,2212.7005135653635
serhant,condo,7990000,5,4,"46 Laight St, New York, NY 10013, USA",40.7221603,-74.0078633,483.281406,Manhattan,True,2.6842000862066637,16532.81069952855
anne anne weintraub,co op,3950000,2,2,"Glucksman Ireland House, 1 5th Ave #19c, New York, NY 10003, USA",40.7316673,-73.996478,202.91946300338603,Manhattan,True,2.307323704350202,19465.850843169675
douglas elliman,multi family home,1399000,4,4,"980A Gates Ave, Brooklyn, NY 11221, USA",40.6890219,-73.9244415,190.358247,Brooklyn,False,2.2795716967480044,7349.300710885407
nest seekers  tribeca,condo,7750000,3,3,"Arnhold Hall, 65 W 13th St Ph 1B, New York, NY 10011, USA",40.7366739,-73.9966616,202.91946300338603,Manhattan,True,2.307323704350202,38192.492160649366
douglas elliman,co op,1049000,4,3,"750 Kappock St 611 614, Bronx, NY 10463, USA",40.881939,-73.9204858,222.9672,Bronx,False,2.3482409800584154,4704.727870287648
elite real estate  1,house,995000,4,3,"2220 Tiemann Ave, Bronx, NY 10469, USA",40.8580267,-73.837909,185.806,Bronx,False,2.2690597340107908,5355.047737963252
compass,co op,3195000,3,3,"875 5th Ave #9a, New York, NY 10065, USA",40.7701916,-73.9682413,202.91946300338603,Manhattan,True,2.307323704350202,15745.162897196738
douglas elliman,co op,360000,2,2,"211-35 23rd Ave #5f, Bayside, NY 11360, USA",40.7806336,-73.7800528,202.91946300338603,Queens,False,2.307323704350202,1774.1028616559706
brown harris stevens,co op,750000,3,2,"1070 Park Ave, New York, NY 10128, USA",40.7813792,-73.9554399,148.6448,Manhattan,False,2.1721497210027345,5045.585180241757
sotheby's,co op,18000000,6,6,"640 Park Ave Fl 3, New York, NY 10065, USA",40.7676314,-73.9668788,202.91946300338603,Manhattan,True,2.307323704350202,88705.14308279853
re/max,co op,300000,1,1,"2942 W 5th St #11d, Brooklyn, NY 11224, USA",40.5774084,-73.9732594,74.3224,Brooklyn,False,1.8711197253387533,4036.468144193406
staten island premiere,house,675888,3,1,"3744 Amboy Rd, Staten Island, NY 10308, USA",40.5517925,-74.1441587,154.404786,Staten Island,False,2.188660757794902,4377.377266012984
compass,townhouse,4400000,3,2,"428 Clinton St, Brooklyn, NY 11231, USA",40.6819385,-73.9985074,222.9672,Brooklyn,True,2.3482409800584154,19733.844260501097
gittens quick sale inc,co op,215000,1,1,"118-66 Metropolitan Ave #1d, Kew Gardens, NY 11415, USA",40.7062291,-73.8326755,202.91946300338603,Queens,False,2.307323704350202,1059.5336534889825
cross country,condo,250000,3,1,"380 Cozine Ave #2a, Brooklyn, NY 11207, USA",40.6576494,-73.8782466,202.91946300338603,Brooklyn,False,2.307323704350202,1232.0158761499795
mattia inc,multi family home,2749000,3,6,"2163 E 17th St, Brooklyn, NY 11229, USA",40.5974982,-73.9539607,416.20544,Brooklyn,False,2.6193077523449535,6604.911266897424
douglas elliman,townhouse,860000,3,2,"971 E 40th St, Brooklyn, NY 11210, USA",40.6315943,-73.9376928,185.806,Brooklyn,False,2.2690597340107908,4628.483472008438
serhant,condo,1195000,1,1,"57 Reade St #12e, New York, NY 10007, USA",40.7147947,-74.0064392,66.239839,Manhattan,False,1.8211192681986752,18040.502785642337
east coast realtors inc,house,825000,3,2,"112-30 38th Ave, Flushing, NY 11368, USA",40.7537084,-73.8542469,130.0642,Queens,False,2.1141577740250477,6343.021369446781
trebach inc,co op,295000,2,1,"Parking lot, 3512 Oxford Ave #1e, Bronx, NY 10463, USA",40.8858375,-73.9088586,202.91946300338603,Bronx,False,2.307323704350202,1453.7787338569758
peter ashe real estate peter ashe real estate,condo,599000,1,1,"158 E 100th St #2r, New York, NY 10029, USA",40.7879956,-73.9485879,202.91946300338603,Manhattan,False,2.307323704350202,2951.910039255351
island advantage,multi family home,1169900,6,4,"102-33 46th Ave, Flushing, NY 11368, USA",40.7462943,-73.8609962,214.60593,Queens,False,2.331641718238954,5451.387107523077
carina inc,house,2795000,6,6,"14 St Marks Pl, Brooklyn, NY 11217, USA",40.6824096,-73.9820791,334.4508,Brooklyn,False,2.5243322391140968,8356.984046681902
corcoran,house,6250000,4,2,"26 E 22nd St, New York, NY 10010, USA",40.739891,-73.9882646,418.0635,Manhattan,True,2.6212422521221534,14949.882015531135
re/max,multi family home,2099000,3,6,"1771 66th St, Brooklyn, NY 11204, USA",40.6190481,-73.9912327,327.01856,Brooklyn,False,2.5145724018249407,6418.595935349969
benjamin since 1980,co op,339000,1,1,"77-35 113th St #5b, Forest Hills, NY 11375, USA",40.7162869,-73.8314446,202.91946300338603,Queens,False,2.307323704350202,1670.6135280593724
welhome inc,co op,255000,1,1,"68-5 138th St #1c, Flushing, NY 11367, USA",40.7315119,-73.8286528,202.91946300338603,Queens,False,2.307323704350202,1256.656193672979
mitra hakimi,co op,140000,3,1,"164-20 Highland Ave #5b, Jamaica, NY 11432, USA",40.7101573,-73.7988498,202.91946300338603,Queens,False,2.307323704350202,689.9288906439886
sbny re,co op,240000,3,1,"70-25 Yellowstone Blvd #7b, Queens, NY 11375, USA",40.7223221,-73.8493655,46.4515,Queens,False,1.6669997426828285,5166.67922456756
compass,co op,1775000,2,2,"261 W 71st St Apt 1, New York, NY 10023, USA",40.7787812,-73.9837783,202.91946300338603,Manhattan,False,2.307323704350202,8747.312720664855
corcoran,co op,1195000,2,2,"241 E 31st St # 2, New York, NY 10016, USA",40.7435603,-73.9784968,60.38695,Manhattan,False,1.7809430949896652,19789.043824866134
charles rutenberg inc,house,699000,3,2,"1045 Wheeler Ave, Bronx, NY 10472, USA",40.8247339,-73.8794549,189.52212,Bronx,False,2.2776599057727083,3688.2238337139747
corcoran,co op,4150000,2,2,"875 5th Ave #12b, New York, NY 10065, USA",40.7701916,-73.9682413,202.91946300338603,Manhattan,True,2.307323704350202,20451.46354408966
homemax inc,multi family home,1398000,9,6,"255 Senator St, Brooklyn, NY 11220, USA",40.6376945,-74.0263049,412.48932,Brooklyn,False,2.6154127084614296,3389.1786580074363
coldwell banker,co op,299000,3,1,"42-55 Colden St #12k, Flushing, NY 11355, USA",40.7533589,-73.8250479,60.38695,Queens,False,1.7809430949896652,4951.400923543912
brown harris stevens,co op,500000,3,1,"101 W 12th St Apt 7m, New York, NY 10011, USA",40.7361563,-73.9977295,41.80635,Manhattan,False,1.6212422521221532,11959.905612424905
e  corp,condo,450888,1,1,"6360 102nd St APT B14, Flushing, NY 11374, USA",40.7319691,-73.8541569,202.91946300338603,Queens,False,2.307323704350202,2222.0046974620477
ilite inc,co op,298000,1,1,"2620 Ocean Pkwy #6l, Brooklyn, NY 11235, USA",40.5860215,-73.9668364,73.39337,Brooklyn,False,1.865656829637251,4060.3122598131135
realty connect usa,co op,230000,1,1,"1360 Ocean Ave #2l, Brooklyn, NY 11230, USA",40.6291705,-73.9575654,202.91946300338603,Brooklyn,False,2.307323704350202,1133.4546060579812
b square,condo,748000,2,2,"41-62 Bowne St #3d, Flushing, NY 11355, USA",40.7576255,-73.8231097,66.239839,Queens,False,1.8211192681986752,11292.297977958551
corcoran,co op,15500000,4,6,"1617 Park Ave, New York, NY 10029, USA",40.7985635,-73.943597,202.91946300338603,Manhattan,True,2.307323704350202,76384.98432129873
douglas elliman,townhouse,6850000,4,4,"173 E 70th St, New York, NY 10021, USA",40.7688879,-73.962056,202.91946300338603,Manhattan,True,2.307323704350202,33757.23500650944
sysak sells,house,735000,3,2,"3271 Hatting Pl, Bronx, NY 10465, USA",40.8170494,-73.802331,218.32205,Bronx,False,2.3390976006185458,3366.586196859181
laffey real estate,co op,229999,1,1,"5444 Little Neck Pkwy Apt 1n, Little Neck, NY 11362, USA",40.7670999,-73.7274399,202.91946300338603,Queens,False,2.307323704350202,1133.4496779944766
corcoran,co op,385000,1,1,"870 W 181st St Apt 4, New York, NY 10033, USA",40.8512338,-73.9412096,202.91946300338603,Manhattan,False,2.307323704350202,1897.3044492709685
logan inc,co op,458000,2,1,"35-21 81st St #1c, Flushing, NY 11372, USA",40.750966,-73.885177,202.91946300338603,Queens,False,2.307323704350202,2257.0530851067624
douglas elliman,co op,3750000,2,2,"45 Crosby St #4s, New York, NY 10012, USA",40.7218174,-73.9985808,213.6769,Manhattan,True,2.3297575743644026,17549.86149649307
weichert,co op,3100000,2,2,"262 Central Park W #14d, New York, NY 10024, USA",40.7857788,-73.9693433,202.91946300338603,Manhattan,True,2.307323704350202,15276.996864259747
brown harris stevens,co op,595000,3,1,"19 E 73rd St, New York, NY 10021, USA",40.7728688,-73.9653065,202.91946300338603,Manhattan,False,2.307323704350202,2932.1977852369514
corcoran,co op,470000,2,1,"33-64 21st St #5b, Long Island City, NY 11106, USA",40.7633448,-73.9346195,202.91946300338603,Queens,False,2.307323704350202,2316.1898471619616
robert defalco inc,house,399999,2,1,"123 Roe St, Staten Island, NY 10310, USA",40.6309242,-74.1212547,98.105568,Staten Island,False,1.991693656544603,4077.2303565889347
keller williams,house,599000,4,2,"740 E 242nd St, Bronx, NY 10470, USA",40.9052119,-73.8481704,154.683495,Bronx,False,2.1894439761891484,3872.423492887848
compass,condo,18950000,4,4,"27 Wooster St #7a, New York, NY 10013, USA",40.7219635,-74.0033414,471.482725,Manhattan,True,2.67346578493206,40192.35275269099
turfnyc,condo,2300000,2,2,"108 W 75th St Apartment 3, New York, NY 10023, USA",40.779437,-73.97814,96.154605,Manhattan,False,1.9829700881397463,23919.81122484981
compass,co op,420000,1,1,"311 E 25th St #6b, New York, NY 10010, USA",40.7389643,-73.9791144,202.91946300338603,Manhattan,False,2.307323704350202,2069.786671931966
robert defalco inc,multi family home,1459000,5,4,"11 Torrice Lp, Staten Island, NY 10309, USA",40.521212,-74.230732,325.1605,Staten Island,False,2.512097782697085,4487.014874192899
loho inc,co op,499000,1,1,"575 Grand St, New York, NY 10002, USA",40.7135079,-73.9794056,202.91946300338603,Manhattan,False,2.307323704350202,2459.103688795359
houlihan lawrence commercial,condo,510000,2,2,"112 Sunset Blvd, Bronx, NY 10473, USA",40.806756,-73.853097,90.301716,Bronx,False,1.9556960032730841,5647.733205867317
douglas elliman,condo,825000,2,2,"234 W 148th St #6a, New York, NY 10039, USA",40.8241865,-73.939702,92.995903,Manhattan,False,1.9684638158261283,8871.358558666827
your home sold guaranteed,house,1150000,3,2,"84 W 197th St, Bronx, NY 10468, USA",40.871637,-73.8984353,125.604856,Bronx,False,2.0990064299524267,9155.696974008712
sotheby's,condo,6895000,2,2,"217 W 57th St #35a, New York, NY 10019, USA",40.7663935,-73.9809909,196.396942,Manhattan,True,2.293134721318217,35107.47127620755
brown harris stevens,co op,165000,1,1,"5614 Netherland Ave #4b, Bronx, NY 10471, USA",40.9047804,-73.9057444,69.67725,Bronx,False,1.8430910017385096,2368.0613112601313
robert defalco inc,house,874900,3,4,"42 Greenway Ave, Staten Island, NY 10314, USA",40.5891334,-74.1468153,139.3545,Staten Island,False,2.144120997402491,6278.23285218633
exp,multi family home,1499999,8,6,"191 Wyckoff Ave, Brooklyn, NY 11237, USA",40.7028149,-73.9165356,202.91946300338603,Brooklyn,False,2.307323704350202,7392.0903288363725
corcoran,co op,245000,1,1,"3245 Perry Ave #6c, Bronx, NY 10467, USA",40.8758111,-73.8765929,80.175289,Bronx,False,1.9040405340620192,3055.8043888061316
re/max,condo,565000,1,1,"1721 W 6th St #4b, Brooklyn, NY 11223, USA",40.6053887,-73.9787595,74.694012,Brooklyn,False,1.8732857870952608,7564.1940347239615
brown harris stevens,co op,1950000,3,2,"1270 5th Ave Apt 2s, New York, NY 10029, USA",40.7957847,-73.9498024,117.522295,Manhattan,False,2.0701202638586462,16592.596323957085
real broker ny,multi family home,699000,2,3,"1735 Pacific St, Brooklyn, NY 11213, USA",40.6769065,-73.9327329,202.91946300338603,Brooklyn,False,2.307323704350202,3444.7163897153428
christie s int real estate,co op,1200000,1,1,"274 Water St #1f, New York, NY 10038, USA",40.7088594,-74.001287,104.05136,Manhattan,False,2.0172477610169914,11532.766126266873
bold corp,house,1425000,5,4,"138-51 63rd Ave, Flushing, NY 11367, USA",40.7399679,-73.826261,202.91946300338603,Queens,False,2.307323704350202,7022.490494054883
keystone usa corp,multi family home,1595000,9,6,"1040 Herkimer St, Brooklyn, NY 11233, USA",40.6777679,-73.9189779,410.63126,Brooklyn,False,2.6134520076959014,3884.2634630398084
re/max,multi family home,1495000,3,6,"2024 Bay Ridge Ave, Brooklyn, NY 11204, USA",40.6137576,-73.9878002,478.264644,Brooklyn,False,2.6796682765791586,3125.884421429237
corcoran,multi family home,2375000,4,4,"679 18th St, Brooklyn, NY 11218, USA",40.6537775,-73.9770686,202.91946300338603,Brooklyn,False,2.307323704350202,11704.150823424807
elite home sales inc,house,1248000,4,2,"3007 Ave. S, Brooklyn, NY 11229, USA",40.6056129,-73.9396751,227.61235,Manhattan,False,2.357195822711342,5483.0065240308795
ll real estate services,co op,399000,1,1,"4489 Broadway #5b, New York, NY 10040, USA",40.8581217,-73.9322431,62.709525,Manhattan,False,1.7973335111778346,6362.669785810051
industrie rential,co op,4895000,4,2,"35 E 12th St #2a, New York, NY 10003, USA",40.7338734,-73.9921219,333.893382,Manhattan,True,2.5236078111197644,14660.368440605991
corcoran,co op,12500000,5,2,"925 Park Ave #4, New York, NY 10028, USA",40.7762654,-73.9595399,202.91946300338603,Manhattan,True,2.307323704350202,61600.79380749898
brown harris stevens,co op,475000,3,1,"535 E 72nd St #5b, New York, NY 10021, USA",40.7662222,-73.9516342,202.91946300338603,Manhattan,False,2.307323704350202,2340.8301646849613
